Location,Transect,Number,Row,Distance,Rep,Type,Injury
S,"Transect 4 (E, upwind)",1,8,6.1,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,8,6.1,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,9,6.9,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,9,6.9,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,9,6.9,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,10,7.6,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,10,7.6,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,10,7.6,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,11,8.4,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,11,8.4,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,11,8.4,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,12,9.1,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,12,9.1,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,12,9.1,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,13,9.9,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,13,9.9,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,13,9.9,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,14,10.7,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,14,10.7,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,14,10.7,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,15,11.4,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,15,11.4,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,15,11.4,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,16,12.2,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,16,12.2,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,16,12.2,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,17,13,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,17,13,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,17,13,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,18,13.7,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,18,13.7,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,18,13.7,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,19,14.5,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,19,14.5,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,19,14.5,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,20,15.2,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,20,15.2,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,20,15.2,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,21,16,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,21,16,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,21,16,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,25,19.1,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,25,19.1,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,25,19.1,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,30,22.9,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,30,22.9,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,30,22.9,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,35,26.7,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,35,26.7,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,35,26.7,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,40,30.5,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,40,30.5,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,40,30.5,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,45,34.3,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,45,34.3,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,45,34.3,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,50,38.1,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,50,38.1,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,50,38.1,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,55,41.9,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,55,41.9,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,55,41.9,3,Non-covered,0
S,"Transect 4 (E, upwind)",1,60,45.7,1,Non-covered,0
S,"Transect 4 (E, upwind)",1,60,45.7,2,Non-covered,0
S,"Transect 4 (E, upwind)",1,60,45.7,3,Non-covered,0
