Date and Time   ,Year,Period,Hour,dir,Wind speed,spd,A,h,B,H,H-h
2019-08-02 04:45,2019,0 to 24 h,15,111,0,0.00,52.3,11.3,56.1,13.4,2.1
2019-08-02 05:00,2019,0 to 24 h,15.25,111,0,0.00,52.3,11.3,55.5,13.1,1.8
2019-08-02 05:15,2019,0 to 24 h,15.5,111,0,0.00,51.8,11.0,54.2,12.3,1.3
2019-08-02 05:30,2019,0 to 24 h,15.75,111,0,0.00,51.5,10.8,54.4,12.4,1.6
2019-08-02 05:45,2019,0 to 24 h,16,111,0,0.00,51.7,10.9,55.3,12.9,2.0
2019-08-02 06:00,2019,0 to 24 h,16.25,111,0,0.00,51.7,10.9,55.7,13.2,2.2
2019-08-02 06:15,2019,0 to 24 h,16.5,111,0,0.00,52.2,11.2,56.2,13.4,2.2
2019-08-02 06:30,2019,0 to 24 h,16.75,111,0,0.00,53.3,11.8,58,14.4,2.6
2019-08-02 06:45,2019,0 to 24 h,17,111,0,0.00,54.9,12.7,60.4,15.8,3.1
2019-08-02 07:00,2019,0 to 24 h,17.25,111,0,0.00,57.3,14.1,63.5,17.5,3.4
2019-08-02 07:15,2019,0 to 24 h,17.5,111,0,0.00,59.7,15.4,66.1,18.9,3.6
2019-08-02 07:30,2019,0 to 24 h,17.75,111,0,0.00,61.8,16.6,66.5,19.2,2.6
2019-08-02 07:45,2019,0 to 24 h,18,111,0,0.00,63.7,17.6,68.5,20.3,2.7
2019-08-02 08:00,2019,0 to 24 h,18.25,111,0,0.00,65,18.3,70.7,21.5,3.2
2019-08-02 08:15,2019,0 to 24 h,18.5,111,0,0.00,65.3,18.5,70.6,21.4,2.9
2019-08-02 08:30,2019,0 to 24 h,18.75,111,0,0.00,68,20.0,73.2,22.9,2.9
2019-08-02 08:45,2019,0 to 24 h,19,111,0,0.00,70.2,21.2,73.6,23.1,1.9
2019-08-02 09:00,2019,0 to 24 h,19.25,235,0,0.00,72.5,22.5,73.2,22.9,0.4
2019-08-02 09:15,2019,0 to 24 h,19.5,354,0,0.00,75.4,24.1,74.7,23.7,
2019-08-02 09:30,2019,0 to 24 h,19.75,235,0,0.00,78,25.6,76.4,24.7,
2019-08-02 09:45,2019,0 to 24 h,20,77,0,0.00,80.8,27.1,78,25.6,
2019-08-02 10:00,2019,0 to 24 h,20.25,57,0,0.00,81.5,27.5,79.1,26.2,
2019-08-02 10:15,2019,0 to 24 h,20.5,76,0,0.00,84.2,29.0,80.7,27.1,
2019-08-02 10:30,2019,0 to 24 h,20.75,256,0,0.00,86.5,30.3,80.2,26.8,
2019-08-02 10:45,2019,0 to 24 h,21,55,0,0.00,87,30.6,79,26.1,
2019-08-02 11:00,2019,0 to 24 h,21.25,120,0,0.00,89.6,32.0,81.3,27.4,
2019-08-02 11:15,2019,0 to 24 h,21.5,112,1,0.45,89.6,32.0,80.5,26.9,
2019-08-02 11:30,2019,0 to 24 h,21.75,132,1,0.45,90.3,32.4,81,27.2,
2019-08-02 11:45,2019,0 to 24 h,22,103,1,0.45,88.9,31.6,80.6,27.0,
2019-08-02 12:00,2019,0 to 24 h,22.25,97,0,0.00,89.6,32.0,81.5,27.5,
2019-08-02 12:15,2019,0 to 24 h,22.5,90,0,0.00,88.7,31.5,81.4,27.4,
2019-08-02 12:30,2019,0 to 24 h,22.75,129,1,0.45,89.1,31.7,81.7,27.6,
2019-08-02 12:45,2019,0 to 24 h,23,122,0,0.00,90.7,32.6,81.6,27.6,
2019-08-02 13:00,2019,0 to 24 h,23.25,145,0,0.00,89.9,32.2,82.4,28.0,
2019-08-02 13:15,2019,0 to 24 h,23.5,149,1,0.45,89,31.7,82.1,27.8,
2019-08-02 13:30,2019,0 to 24 h,23.75,141,2,0.89,87,30.6,81,27.2,
2019-08-02 13:45,2019,24 to 48 h,24,110,0,0.00,88.3,31.3,82.8,28.2,
2019-08-02 14:00,2019,24 to 48 h,24.25,121,0,0.00,88.6,31.4,82.3,27.9,
2019-08-02 14:15,2019,24 to 48 h,24.5,101,1,0.45,86.7,30.4,81.7,27.6,
2019-08-02 14:30,2019,24 to 48 h,24.75,128,1,0.45,87.9,31.1,82.7,28.2,
2019-08-02 14:45,2019,24 to 48 h,25,104,0,0.00,90.7,32.6,83.5,28.6,
2019-08-02 15:00,2019,24 to 48 h,25.25,160,0,0.00,91.7,33.2,82.9,28.3,
2019-08-02 15:15,2019,24 to 48 h,25.5,182,0,0.00,91.4,33.0,82.9,28.3,
2019-08-02 15:30,2019,24 to 48 h,25.75,166,0,0.00,91.5,33.1,83.9,28.8,
2019-08-02 15:45,2019,24 to 48 h,26,160,0,0.00,89.5,31.9,82.2,27.9,
2019-08-02 16:00,2019,24 to 48 h,26.25,129,0,0.00,87.1,30.6,81.6,27.6,
2019-08-02 16:15,2019,24 to 48 h,26.5,117,2,0.89,85.2,29.6,82.2,27.9,
2019-08-02 16:30,2019,24 to 48 h,26.75,111,0,0.00,86.4,30.2,83,28.3,
2019-08-02 16:45,2019,24 to 48 h,27,124,1,0.45,86.2,30.1,82.3,27.9,
2019-08-02 17:00,2019,24 to 48 h,27.25,124,0,0.00,85.7,29.8,82.3,27.9,
2019-08-02 17:15,2019,24 to 48 h,27.5,136,0,0.00,85.8,29.9,82.5,28.1,
2019-08-02 17:30,2019,24 to 48 h,27.75,121,0,0.00,85.3,29.6,82.9,28.3,
2019-08-02 17:45,2019,24 to 48 h,28,118,0,0.00,85.2,29.6,83,28.3,
2019-08-02 18:00,2019,24 to 48 h,28.25,122,0,0.00,83.9,28.8,81.7,27.6,
2019-08-02 18:15,2019,24 to 48 h,28.5,118,0,0.00,83.1,28.4,81.6,27.6,
2019-08-02 18:30,2019,24 to 48 h,28.75,125,0,0.00,80.6,27.0,79.3,26.3,
2019-08-02 18:45,2019,24 to 48 h,29,115,0,0.00,79.5,26.4,79.3,26.3,
2019-08-02 19:00,2019,24 to 48 h,29.25,132,0,0.00,78.2,25.7,78.3,25.7,0.1
2019-08-02 19:15,2019,24 to 48 h,29.5,160,0,0.00,76.7,24.8,78.5,25.8,1.0
2019-08-02 19:30,2019,24 to 48 h,29.75,163,0,0.00,74.6,23.7,76.9,24.9,1.3
2019-08-02 19:45,2019,24 to 48 h,30,165,0,0.00,72.8,22.7,76.4,24.7,2.0
2019-08-02 20:00,2019,24 to 48 h,30.25,165,0,0.00,71.6,22.0,75.4,24.1,2.1
2019-08-02 20:15,2019,24 to 48 h,30.5,165,0,0.00,69.3,20.7,74,23.3,2.6
2019-08-02 20:30,2019,24 to 48 h,30.75,165,0,0.00,66.9,19.4,72.6,22.6,3.2
2019-08-02 20:45,2019,24 to 48 h,31,165,0,0.00,65.5,18.6,72,22.2,3.6
2019-08-02 21:00,2019,24 to 48 h,31.25,165,0,0.00,64.6,18.1,69.3,20.7,2.6
2019-08-02 21:15,2019,24 to 48 h,31.5,165,0,0.00,63.7,17.6,68.9,20.5,2.9
2019-08-02 21:30,2019,24 to 48 h,31.75,165,0,0.00,63.3,17.4,68.7,20.4,3.0
2019-08-02 21:45,2019,24 to 48 h,32,165,0,0.00,63,17.2,67.6,19.8,2.6
2019-08-02 22:00,2019,24 to 48 h,32.25,165,0,0.00,62.7,17.1,67.5,19.7,2.7
2019-08-02 22:15,2019,24 to 48 h,32.5,165,0,0.00,62.5,16.9,67.4,19.7,2.7
2019-08-02 22:30,2019,24 to 48 h,32.75,165,0,0.00,62.4,16.9,67.6,19.8,2.9
2019-08-02 22:45,2019,24 to 48 h,33,165,0,0.00,62,16.7,66.3,19.1,2.4
2019-08-02 23:00,2019,24 to 48 h,33.25,165,0,0.00,61.6,16.4,65.9,18.8,2.4
2019-08-02 23:15,2019,24 to 48 h,33.5,165,0,0.00,61.5,16.4,65.3,18.5,2.1
2019-08-02 23:30,2019,24 to 48 h,33.75,165,0,0.00,61.3,16.3,65.9,18.8,2.6
2019-08-02 23:45,2019,24 to 48 h,34,165,0,0.00,61.1,16.2,65.4,18.6,2.4
2019-08-03 00:00,2019,24 to 48 h,34.25,165,0,0.00,60.8,16.0,64.8,18.2,2.2
2019-08-03 00:15,2019,24 to 48 h,34.5,165,0,0.00,61.4,16.3,65.8,18.8,2.4
2019-08-03 00:30,2019,24 to 48 h,34.75,165,0,0.00,62,16.7,64.1,17.8,1.2
2019-08-03 00:45,2019,24 to 48 h,35,165,0,0.00,61.7,16.5,64.5,18.1,1.6
2019-08-03 01:00,2019,24 to 48 h,35.25,165,0,0.00,62.1,16.7,66.3,19.1,2.3
2019-08-03 01:15,2019,24 to 48 h,35.5,165,0,0.00,62.3,16.8,66.5,19.2,2.3
2019-08-03 01:30,2019,24 to 48 h,35.75,165,0,0.00,62.1,16.7,66,18.9,2.2
2019-08-03 01:45,2019,24 to 48 h,36,165,0,0.00,62.2,16.8,65.2,18.4,1.7
2019-08-03 02:00,2019,24 to 48 h,36.25,165,0,0.00,62.1,16.7,65.3,18.5,1.8
2019-08-03 02:15,2019,24 to 48 h,36.5,165,0,0.00,61.6,16.4,64.8,18.2,1.8
2019-08-03 02:30,2019,24 to 48 h,36.75,165,0,0.00,61.4,16.3,63.5,17.5,1.2
2019-08-03 02:45,2019,24 to 48 h,37,165,0,0.00,61.6,16.4,63.6,17.6,1.1
2019-08-03 03:00,2019,24 to 48 h,37.25,165,0,0.00,61.5,16.4,63.5,17.5,1.1
2019-08-03 03:15,2019,24 to 48 h,37.5,165,0,0.00,61.6,16.4,64.1,17.8,1.4
2019-08-03 03:30,2019,24 to 48 h,37.75,165,0,0.00,61.9,16.6,64.7,18.2,1.6
2019-08-03 03:45,2019,24 to 48 h,38,165,0,0.00,62.1,16.7,64.5,18.1,1.3
2019-08-03 04:00,2019,24 to 48 h,38.25,165,0,0.00,61.9,16.6,64,17.8,1.2
2019-08-03 04:15,2019,24 to 48 h,38.5,165,0,0.00,61.9,16.6,64.4,18.0,1.4
2019-08-03 04:30,2019,24 to 48 h,38.75,165,0,0.00,61.8,16.6,64.8,18.2,1.7
2019-08-03 04:45,2019,24 to 48 h,39,165,0,0.00,61.5,16.4,64.7,18.2,1.8
2019-08-03 05:00,2019,24 to 48 h,39.25,165,0,0.00,61.4,16.3,64.1,17.8,1.5
2019-08-03 05:15,2019,24 to 48 h,39.5,165,0,0.00,61.2,16.2,64.1,17.8,1.6
2019-08-03 05:30,2019,24 to 48 h,39.75,165,0,0.00,60.9,16.1,64.4,18.0,1.9
2019-08-03 05:45,2019,24 to 48 h,40,165,0,0.00,60.6,15.9,63.7,17.6,1.7
2019-08-03 06:00,2019,24 to 48 h,40.25,165,0,0.00,60.2,15.7,62.4,16.9,1.2
2019-08-03 06:15,2019,24 to 48 h,40.5,165,0,0.00,60.2,15.7,62.6,17.0,1.3
2019-08-03 06:30,2019,24 to 48 h,40.75,165,0,0.00,60.4,15.8,62.9,17.2,1.4
2019-08-03 06:45,2019,24 to 48 h,41,165,0,0.00,60.6,15.9,63.1,17.3,1.4
2019-08-03 07:00,2019,24 to 48 h,41.25,165,0,0.00,61.1,16.2,62.6,17.0,0.8
2019-08-03 07:15,2019,24 to 48 h,41.5,165,0,0.00,62.7,17.1,63.8,17.7,0.6
2019-08-03 07:30,2019,24 to 48 h,41.75,197,0,0.00,64.8,18.2,65.5,18.6,0.4
2019-08-03 07:45,2019,24 to 48 h,42,288,0,0.00,66.7,19.3,66.9,19.4,0.1
2019-08-03 08:00,2019,24 to 48 h,42.25,327,0,0.00,68.7,20.4,68.2,20.1,
2019-08-03 08:15,2019,24 to 48 h,42.5,324,0,0.00,70.4,21.3,69.3,20.7,
2019-08-03 08:30,2019,24 to 48 h,42.75,317,1,0.45,71.6,22.0,70.2,21.2,
2019-08-03 08:45,2019,24 to 48 h,43,306,1,0.45,72.6,22.6,71.1,21.7,
2019-08-03 09:00,2019,24 to 48 h,43.25,324,1,0.45,73.7,23.2,72.2,22.3,
2019-08-03 09:15,2019,24 to 48 h,43.5,321,1,0.45,76.1,24.5,74.4,23.6,
2019-08-03 09:30,2019,24 to 48 h,43.75,312,1,0.45,80.8,27.1,76.9,24.9,
2019-08-03 09:45,2019,24 to 48 h,44,288,1,0.45,84,28.9,79.3,26.3,
2019-08-03 10:00,2019,24 to 48 h,44.25,179,1,0.45,85,29.4,81.1,27.3,
2019-08-03 10:15,2019,24 to 48 h,44.5,258,1,0.45,83.5,28.6,79.9,26.6,
2019-08-03 10:30,2019,24 to 48 h,44.75,307,2,0.89,85,29.4,79.7,26.5,
2019-08-03 10:45,2019,24 to 48 h,45,292,1,0.45,81.6,27.6,78.6,25.9,
2019-08-03 11:00,2019,24 to 48 h,45.25,166,0,0.00,88.1,31.2,83.5,28.6,
2019-08-03 11:15,2019,24 to 48 h,45.5,148,1,0.45,87.6,30.9,81.1,27.3,
2019-08-03 11:30,2019,24 to 48 h,45.75,148,0,0.00,83,28.3,81.6,27.6,
2019-08-03 11:45,2019,24 to 48 h,46,83,1,0.45,89.7,32.1,85.8,29.9,
2019-08-03 12:00,2019,24 to 48 h,46.25,213,1,0.45,86.1,30.1,81.6,27.6,
2019-08-03 12:15,2019,24 to 48 h,46.5,316,0,0.00,82.7,28.2,81.2,27.3,
2019-08-03 12:30,2019,24 to 48 h,46.75,166,0,0.00,89.6,32.0,85.9,29.9,
2019-08-03 12:45,2019,24 to 48 h,47,218,1,0.45,90.1,32.3,84.5,29.2,
2019-08-03 13:00,2019,24 to 48 h,47.25,146,0,0.00,91.6,33.1,86.2,30.1,
2019-08-03 13:15,2019,24 to 48 h,47.5,241,0,0.00,92.1,33.4,84.7,29.3,
2019-08-03 13:30,2019,24 to 48 h,47.75,312,1,0.45,87.5,30.8,83.5,28.6,
2020-07-03 10:55,2020,0 to 24 h,0,29,3,1.34,86.3,30.2,84.2,29.0,
2020-07-03 11:00,2020,0 to 24 h,0.08,122,2,0.89,86.9,30.5,84.5,29.2,
2020-07-03 11:05,2020,0 to 24 h,0.17,48,2,0.89,87.7,30.9,84.9,29.4,
2020-07-03 11:10,2020,0 to 24 h,0.25,127,1,0.45,88.2,31.2,85.6,29.8,
2020-07-03 11:15,2020,0 to 24 h,0.33,152,3,1.34,88,31.1,85,29.4,
2020-07-03 11:20,2020,0 to 24 h,0.42,169,2,0.89,88.1,31.2,85.3,29.6,
2020-07-03 11:25,2020,0 to 24 h,0.50,77,1,0.45,89.3,31.8,87.1,30.6,
2020-07-03 11:30,2020,0 to 24 h,0.58,76,1,0.45,88.6,31.4,85.6,29.8,
2020-07-03 11:35,2020,0 to 24 h,0.67,28,3,1.34,88.3,31.3,85.8,29.9,
2020-07-03 11:40,2020,0 to 24 h,0.75,57,2,0.89,87.6,30.9,85.6,29.8,
2020-07-03 11:45,2020,0 to 24 h,0.83,88,2,0.89,88.1,31.2,85.7,29.8,
2020-07-03 11:50,2020,0 to 24 h,0.92,225,1,0.45,88.8,31.6,86.3,30.2,
2020-07-03 11:55,2020,0 to 24 h,1.00,336,1,0.45,88.9,31.6,86.4,30.2,
2020-07-03 12:00,2020,0 to 24 h,1.08,155,1,0.45,89.6,32.0,86.3,30.2,
2020-07-03 12:05,2020,0 to 24 h,1.17,42,3,1.34,89.3,31.8,86.5,30.3,
2020-07-03 12:10,2020,0 to 24 h,1.25,53,3,1.34,88.5,31.4,86.2,30.1,
2020-07-03 12:15,2020,0 to 24 h,1.33,50,1,0.45,88.7,31.5,86.5,30.3,
2020-07-03 12:20,2020,0 to 24 h,1.42,60,2,0.89,89.7,32.1,87.4,30.8,
2020-07-03 12:25,2020,0 to 24 h,1.50,73,3,1.34,88.7,31.5,86.1,30.1,
2020-07-03 12:30,2020,0 to 24 h,1.58,49,1,0.45,89.4,31.9,86.6,30.3,
2020-07-03 12:35,2020,0 to 24 h,1.67,169,2,0.89,90.1,32.3,86.8,30.4,
2020-07-03 12:40,2020,0 to 24 h,1.75,275,0,0.00,90.7,32.6,87.8,31.0,
2020-07-03 12:45,2020,0 to 24 h,1.83,333,0,0.00,91.6,33.1,89,31.7,
2020-07-03 12:50,2020,0 to 24 h,1.92,43,3,1.34,90.8,32.7,88,31.1,
2020-07-03 12:55,2020,0 to 24 h,2.00,28,0,0.00,88.7,31.5,86.6,30.3,
2020-07-03 13:00,2020,0 to 24 h,2.08,72,2,0.89,91.2,32.9,88.6,31.4,
2020-07-03 13:05,2020,0 to 24 h,2.17,55,3,1.34,90.1,32.3,87.5,30.8,
2020-07-03 13:10,2020,0 to 24 h,2.25,43,1,0.45,90.2,32.3,87.3,30.7,
2020-07-03 13:15,2020,0 to 24 h,2.33,55,1,0.45,91.4,33.0,88.4,31.3,
2020-07-03 13:20,2020,0 to 24 h,2.42,112,0,0.00,92.3,33.5,89.1,31.7,
2020-07-03 13:25,2020,0 to 24 h,2.50,88,1,0.45,92,33.3,89.3,31.8,
2020-07-03 13:30,2020,0 to 24 h,2.58,84,1,0.45,91.6,33.1,89.1,31.7,
2020-07-03 13:35,2020,0 to 24 h,2.67,69,2,0.89,91.6,33.1,89,31.7,
2020-07-03 13:40,2020,0 to 24 h,2.75,70,2,0.89,92.6,33.7,89.5,31.9,
2020-07-03 13:45,2020,0 to 24 h,2.83,90,2,0.89,92,33.3,89.1,31.7,
2020-07-03 13:50,2020,0 to 24 h,2.92,63,2,0.89,91.8,33.2,88.8,31.6,
2020-07-03 13:55,2020,0 to 24 h,3.00,80,1,0.45,91.5,33.1,89.2,31.8,
2020-07-03 14:00,2020,0 to 24 h,3.08,135,2,0.89,90.1,32.3,87.6,30.9,
2020-07-03 14:05,2020,0 to 24 h,3.17,170,1,0.45,90.9,32.7,88.7,31.5,
2020-07-03 14:10,2020,0 to 24 h,3.25,86,2,0.89,92.3,33.5,89.7,32.1,
2020-07-03 14:15,2020,0 to 24 h,3.33,83,1,0.45,93.2,34.0,90.5,32.5,
2020-07-03 14:20,2020,0 to 24 h,3.42,55,2,0.89,93.4,34.1,90.4,32.4,
2020-07-03 14:25,2020,0 to 24 h,3.50,118,2,0.89,92.9,33.8,89.7,32.1,
2020-07-03 14:30,2020,0 to 24 h,3.58,67,2,0.89,92.5,33.6,89.7,32.1,
2020-07-03 14:35,2020,0 to 24 h,3.67,100,0,0.00,93.5,34.2,90.8,32.7,
2020-07-03 14:40,2020,0 to 24 h,3.75,48,2,0.89,91.7,33.2,89.3,31.8,
2020-07-03 14:45,2020,0 to 24 h,3.83,16,2,0.89,90.7,32.6,87.8,31.0,
2020-07-03 14:50,2020,0 to 24 h,3.92,36,2,0.89,90.4,32.4,88.3,31.3,
2020-07-03 14:55,2020,0 to 24 h,4.00,56,1,0.45,92.1,33.4,89.3,31.8,
2020-07-03 15:00,2020,0 to 24 h,4.08,74,2,0.89,88.2,31.2,87.1,30.6,
2020-07-03 15:05,2020,0 to 24 h,4.17,69,3,1.34,86.8,30.4,86.3,30.2,
2020-07-03 15:10,2020,0 to 24 h,4.25,52,1,0.45,89,31.7,88,31.1,
2020-07-03 15:15,2020,0 to 24 h,4.33,46,1,0.45,91.7,33.2,89,31.7,
2020-07-03 15:20,2020,0 to 24 h,4.42,59,1,0.45,92,33.3,89.6,32.0,
2020-07-03 15:25,2020,0 to 24 h,4.50,149,0,0.00,93.6,34.2,90.4,32.4,
2020-07-03 15:30,2020,0 to 24 h,4.58,56,1,0.45,93.6,34.2,90.4,32.4,
2020-07-03 15:35,2020,0 to 24 h,4.67,69,3,1.34,91.4,33.0,89.4,31.9,
2020-07-03 15:40,2020,0 to 24 h,4.75,79,0,0.00,89.2,31.8,88.5,31.4,
2020-07-03 15:45,2020,0 to 24 h,4.83,90,0,0.00,91.9,33.3,90.8,32.7,
2020-07-03 15:50,2020,0 to 24 h,4.92,43,2,0.89,92.5,33.6,90.1,32.3,
2020-07-03 15:55,2020,0 to 24 h,5.00,66,4,1.79,90.8,32.7,89,31.7,
2020-07-03 16:00,2020,0 to 24 h,5.08,63,3,1.34,90.2,32.3,88.5,31.4,
2020-07-03 16:05,2020,0 to 24 h,5.17,67,2,0.89,88.5,31.4,87.6,30.9,
2020-07-03 16:10,2020,0 to 24 h,5.25,64,1,0.45,90.4,32.4,88.9,31.6,
2020-07-03 16:15,2020,0 to 24 h,5.33,69,0,0.00,92.5,33.6,90.5,32.5,
2020-07-03 16:20,2020,0 to 24 h,5.42,64,1,0.45,91.9,33.3,89.6,32.0,
2020-07-03 16:25,2020,0 to 24 h,5.50,64,1,0.45,91.7,33.2,89.6,32.0,
2020-07-03 16:30,2020,0 to 24 h,5.58,67,1,0.45,91.6,33.1,89.5,31.9,
2020-07-03 16:35,2020,0 to 24 h,5.67,93,2,0.89,90.7,32.6,89.4,31.9,
2020-07-03 16:40,2020,0 to 24 h,5.75,31,2,0.89,90.1,32.3,88.4,31.3,
2020-07-03 16:45,2020,0 to 24 h,5.83,55,0,0.00,91.7,33.2,89.5,31.9,
2020-07-03 16:50,2020,0 to 24 h,5.92,196,1,0.45,92.2,33.4,89.2,31.8,
2020-07-03 16:55,2020,0 to 24 h,6.00,166,1,0.45,92,33.3,89.1,31.7,
2020-07-03 17:00,2020,0 to 24 h,6.08,19,1,0.45,91.6,33.1,89,31.7,
2020-07-03 17:05,2020,0 to 24 h,6.17,33,0,0.00,92.1,33.4,89.9,32.2,
2020-07-03 17:10,2020,0 to 24 h,6.25,77,1,0.45,92.2,33.4,90.5,32.5,
2020-07-03 17:15,2020,0 to 24 h,6.33,81,1,0.45,91.1,32.8,89.6,32.0,
